Prediction,Actual,Explanation
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Phone, Occupation, Education Level, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Phone, Education Level, Occupation, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Occupation, Age (Days), Phone, Education Level."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Phone, Occupation, Age (Days), Family Size, Education Level."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Car Ownership, Work Phone, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Phone, Occupation, Education Level, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Marital Status, Work Phone, -0.82, -0.57, Phone, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Occupation, Education Level, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Employment Duration (Days), Email, Marital Status, Work Phone, Car Ownership, Occupation, Phone, Age (Days), Education Level, Family Size."
Denied,Denied,"This application was denied due to Email, Income Category, Marital Status, -0.57, Work Phone, -0.82, Age (Days), Phone, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Marital Status, -0.57, Work Phone, -0.82, Phone, Age (Days), -0.61, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, -0.57, Marital Status, -0.82, Work Phone, Phone, Age (Days)."
Denied,Denied,"This application was denied due to Email, Income Category, Marital Status, -0.57, -0.82, Work Phone, Phone, Age (Days), Family Size."
Denied,Denied,"This application was denied due to Income Category, Marital Status, Email, Work Phone, -0.82, -0.57, Phone, Age (Days), Family Size."
Denied,Denied,"This application was denied due to Email, Housing Type, -0.13, Marital Status, -0.82, Work Phone, Car Ownership, Phone, Family Size, -0.15."
Denied,Denied,"This application was denied due to Housing Type, Email, Marital Status, -0.13, -0.82, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to Email, Housing Type, Marital Status, -0.13, Work Phone, -0.82, Car Ownership, Phone, Family Size, -0.15."
Denied,Denied,"This application was denied due to Email, Housing Type, Marital Status, -0.13, Work Phone, Car Ownership, -0.82, Phone, -0.15."
Denied,Denied,"This application was denied due to Email, Housing Type, -0.13, Marital Status, Work Phone, -0.82, Car Ownership, Phone, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Occupation, Phone, -0.20."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Income Category, Email, Employment Duration (Days), Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, -0.57, -0.27, Occupation, Phone, -0.20, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Phone, -0.27, Occupation, -0.85, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, -0.27, Phone, Occupation, -0.85, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Occupation, -0.27, Phone, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Phone, Occupation, -0.27, -0.85, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Car Ownership, -0.82, Education Level, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, -0.82, Car Ownership, Education Level, Age (Days)."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, -0.82, Car Ownership, Education Level, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.82, Car Ownership, Education Level, Age (Days)."
Denied,Denied,"This application was denied due to Email, -1.62, Income Category, Housing Type, Employment Duration (Days), Work Phone, Car Ownership, Family Size, Phone."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.82, Car Ownership, Education Level, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Phone, Family Size, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Phone, Family Size, -0.15."
Denied,Denied,"This application was denied due to Housing Type, Income Category, Email, Work Phone, Phone, -0.27, Family Size, Age (Days)."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Phone, -0.15."
Denied,Denied,"This application was denied due to Income Category, Housing Type, Email, Work Phone, Phone, Age (Days), -0.27, Family Size."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, Work Phone, Phone, -0.27, Age (Days), Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, Work Phone, -0.27, Phone, Age (Days), Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, Work Phone, -0.27, Age (Days), Phone, Annual Income."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, Work Phone, -0.27, Phone, Age (Days), Annual Income."
Denied,Denied,"This application was denied due to Housing Type, Income Category, Email, Work Phone, Phone, -0.27, Age (Days), Annual Income."
Denied,Denied,"This application was denied due to Email, Housing Type, Income Category, Work Phone, Phone, -0.27, Age (Days), Family Size."
Denied,Denied,"This application was denied due to Income Category, Housing Type, Email, Work Phone, Phone, -0.27, Age (Days), Family Size, Annual Income."
Denied,Denied,"This application was denied due to Income Category, Housing Type, Email, Work Phone, -0.27, Age (Days), Phone, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, Work Phone, -0.27, Phone, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, -0.57, Work Phone, Car Ownership, -0.27, Age (Days), Phone, -0.20, Education Level, Occupation."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, -0.57, Car Ownership, Occupation, -0.27, Education Level, Phone, Age (Days)."
Denied,Denied,"This application was denied due to Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to Email, Income Category, Employment Duration (Days), Marital Status, Housing Type, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to Email, Income Category, Employment Duration (Days), Marital Status, Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Employment Duration (Days), Marital Status, Housing Type, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to Housing Type, -1.62, Email, -0.57, Work Phone, -0.82, Car Ownership, Age (Days), Phone, -0.20, Education Level."
Denied,Denied,"This application was denied due to Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, -0.82, Car Ownership, Phone, Age (Days), Education Level, -0.20."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Work Phone, -0.57, -0.82, Car Ownership, Phone, Age (Days), Education Level, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, -0.82, Work Phone, Car Ownership, Phone, Age (Days), -0.20, Education Level."
Denied,Denied,"This application was denied due to Income Category, Email, Car Ownership, -0.85."
Denied,Denied,"This application was denied due to Income Category, Email, Car Ownership, -0.85."
Denied,Denied,"This application was denied due to Income Category, Email, Car Ownership, -0.85, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Car Ownership, -0.85, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Income Category, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, -0.61."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership."
